,자치구,동,공원수,유치원,초등학교,중학교,고등학교,특수학교,학원,여가시설,음식점,의료시설,공기오염도,cctv,노인복지시설,체육시설,공공도서관
3,종로구,사직동,5.452948557,0.925972396,0.720200753,0.462986198,0.771643664,0.205771644,41,25,678,39,0.091982161,99.02760351,3.90966123,0.874529486,0.360100376
4,종로구,삼청동,6.60560435,1.121706399,0.87243831,0.560853199,0.934755332,0.249268089,11,2,317,11,0.111425545,119.9602677,4.736093685,1.059389377,0.436219155
5,종로구,부암동,10.06357173,1.708908407,1.329150983,0.854454203,1.424090339,0.379757424,41,6,180,11,0.169755696,182.7582601,7.21539105,1.613969051,0.664575491
6,종로구,평창동,39.32329569,6.677540778,5.193642827,3.338770389,5.564617315,1.483897951,61,13,214,20,0.663318513,714.1258887,28.19406106,6.30656629,2.596821414
7,종로구,무악동,1.595984944,0.271016311,0.210790464,0.135508156,0.225846926,0.060225847,24,6,64,16,0.026921608,28.98368883,1.144291092,0.255959849,0.105395232
8,종로구,교남동,1.551652028,0.26348808,0.204935174,0.13174404,0.2195734,0.058552907,12,8,140,20,0.026173786,28.17858637,1.112505228,0.248849854,0.102467587
9,종로구,가회동,2.393977415,0.406524467,0.316185696,0.203262233,0.338770389,0.09033877,17,10,233,10,0.040382412,43.47553325,1.716436637,0.383939774,0.158092848
10,종로구,종로1.2.3.4가동,10.41823505,1.769134253,1.375993308,0.884567127,1.474278545,0.393140945,192,132,1938,140,0.175738276,189.1990799,7.469677959,1.670849017,0.687996654
11,종로구,종로5·6가동,2.659974906,0.451693852,0.35131744,0.225846926,0.376411543,0.100376412,,,,,0.044869347,48.30614806,1.907151819,0.426599749,0.17565872
12,종로구,이화동,3.457967378,0.587202008,0.456712673,0.293601004,0.489335006,0.130489335,36,44,429,30,0.058330151,62.79799247,2.479297365,0.554579674,0.228356336
13,종로구,창신1동,1.374320368,0.233375157,0.181514011,0.116687578,0.194479297,0.051861146,26,13,181,20,0.023182496,24.9581765,0.985361773,0.22040987,0.090757005
14,종로구,창신2동,1.152655793,0.195734003,0.152237558,0.097867001,0.163111669,0.043496445,10,12,90,11,0.019443384,20.93266416,0.826432455,0.184859891,0.076118779
15,종로구,창신3동,1.019657047,0.17314931,0.134671685,0.086574655,0.144291092,0.038477624,11,,20,4,0.017199916,18.51735675,0.731074864,0.163529904,0.067335843
16,종로구,숭인1동,1.019657047,0.17314931,0.134671685,0.086574655,0.144291092,0.038477624,15,2,77,12,0.017199916,18.51735675,0.731074864,0.163529904,0.067335843
17,종로구,숭인2동,1.551652028,0.26348808,0.204935174,0.13174404,0.2195734,0.058552907,30,17,177,20,0.026173786,28.17858637,1.112505228,0.248849854,0.102467587
18,종로구,청운효자동,11.39355918,1.934755332,1.504809703,0.967377666,1.61229611,0.429945629,31,5,244,13,0.19219037,206.9113342,8.168966959,1.827268925,0.752404852
19,종로구,혜화동,4.965286491,0.843161857,0.655792555,0.421580928,0.702634881,0.187369302,52,34,547,28,0.083756114,90.17147637,3.560016729,0.796319532,0.327896278
21,중구,소공동,6.962851406,1.239959839,1.144578313,0.763052209,1.144578313,0,25,19,758,52,0.177077877,120.1807229,5.055220884,2.1937751,0.476907631
22,중구,회현동,6.156626506,1.096385542,1.012048193,0.674698795,1.012048193,0,15,30,658,74,0.156574123,106.2650602,4.469879518,1.939759036,0.421686747
23,중구,명동,7.256024096,1.292168675,1.192771084,0.795180723,1.192771084,0,42,67,1348,163,0.184533787,125.2409639,5.268072289,2.286144578,0.496987952
24,중구,필동,8.355421687,1.487951807,1.373493976,0.915662651,1.373493976,0,23,22,319,24,0.212493452,144.2168675,6.06626506,2.63253012,0.572289157
25,중구,장충동,9.967871486,1.775100402,1.638554217,1.092369478,1.638554217,0,9,12,169,6,0.25350096,172.0481928,7.236947791,3.140562249,0.682730924
26,중구,광희동,5.423694779,0.965863454,0.891566265,0.59437751,0.891566265,0,23,29,568,43,0.137934346,93.61445783,3.937751004,1.708835341,0.371485944
27,중구,을지로동,4.397590361,0.78313253,0.722891566,0.481927711,0.722891566,0,18,21,340,21,0.111838659,75.90361446,3.192771084,1.385542169,0.301204819
28,중구,신당5동,2.858433735,0.509036145,0.469879518,0.313253012,0.469879518,0,17,8,164,17,0.072695128,49.3373494,2.075301205,0.90060241,0.195783133
29,중구,황학동,2.418674699,0.430722892,0.397590361,0.265060241,0.397590361,0,5,10,152,14,0.061511262,41.74698795,1.756024096,0.762048193,0.165662651
30,중구,중림동,3.518072289,0.626506024,0.578313253,0.385542169,0.578313253,0,17,8,151,25,0.089470927,60.72289157,2.554216867,1.108433735,0.240963855
31,중구,신당동,4.031124498,0.717871486,0.662650602,0.441767068,0.662650602,0,28,26,264,18,0.102518771,69.57831325,2.926706827,1.270080321,0.276104418
32,중구,다산동,3.737951807,0.665662651,0.614457831,0.409638554,0.614457831,0,37,25,209,40,0.09506286,64.51807229,2.713855422,1.177710843,0.256024096
33,중구,약수동,3.518072289,0.626506024,0.578313253,0.385542169,0.578313253,0,67,21,172,51,0.089470927,60.72289157,2.554216867,1.108433735,0.240963855
34,중구,청구동,2.491967871,0.4437751,0.409638554,0.273092369,0.409638554,0,50,11,106,16,0.06337524,43.01204819,1.809236948,0.785140562,0.170682731
35,중구,동화동,1.90562249,0.33935743,0.313253012,0.208835341,0.313253012,0,37,15,82,15,0.048463419,32.89156627,1.383534137,0.600401606,0.130522088
37,용산구,후암동,4.325560128,0.668495656,0.589849108,0.353909465,0.393232739,0,31,3,128,15,0.072748057,93.55006859,4.364883402,1.179698217,0.157293096
38,용산구,용산2가동,9.858253315,1.52354824,1.34430727,0.806584362,0.896204847,0,15,11,159,6,0.165797897,213.2071331,9.9478738,2.68861454,0.358481939
39,용산구,남영동,5.985368084,0.925011431,0.816186557,0.489711934,0.544124371,0,38,43,359,41,0.100663009,129.4471879,6.039780521,1.632373114,0.217649749
40,용산구,원효로2동,3.571101966,0.551897577,0.48696845,0.29218107,0.324645633,0,31,17,79,6,0.060059442,77.23319616,3.603566529,0.9739369,0.129858253
41,용산구,효창동,2.213077275,0.342021033,0.301783265,0.181069959,0.201188843,0,28,2,60,14,0.037219936,47.86282579,2.233196159,0.603566529,0.080475537
42,용산구,용문동,1.408321902,0.217649749,0.192043896,0.115226337,0.128029264,0,23,5,95,13,0.023685414,30.45816187,1.421124829,0.384087791,0.051211706
43,용산구,이촌1동,14.38500229,2.223136717,1.961591221,1.176954733,1.307727481,0,70,10,279,64,0.241929584,311.1083676,14.51577503,3.923182442,0.523090992
44,용산구,이촌2동,6.136259717,0.948331047,0.836762689,0.502057613,0.557841792,0,10,1,46,4,0.103200732,132.7105624,6.192043896,1.673525377,0.223136717
45,용산구,이태원1동,2.866941015,0.443072702,0.390946502,0.234567901,0.260631001,0,26,25,800,13,0.048216735,62.00411523,2.893004115,0.781893004,0.104252401
46,용산구,이태원2동,4.325560128,0.668495656,0.589849108,0.353909465,0.393232739,0,24,9,472,11,0.072748057,93.55006859,4.364883402,1.179698217,0.157293096
47,용산구,서빙고동,14.08321902,2.176497485,1.920438957,1.152263374,1.280292638,0,16,2,68,7,0.236854138,304.5816187,14.21124829,3.840877915,0.512117055
48,용산구,보광동,3.571101966,0.551897577,0.48696845,0.29218107,0.324645633,0,31,11,150,26,0.060059442,77.23319616,3.603566529,0.9739369,0.129858253
49,용산구,청파동,4.577046182,0.707361683,0.624142661,0.374485597,0.416095107,0,46,9,246,23,0.076977595,98.98902606,4.618655693,1.248285322,0.166438043
50,용산구,원효로1동,2.967535437,0.458619113,0.404663923,0.242798354,0.269775949,0,39,45,264,24,0.049908551,64.17969822,2.994513032,0.809327846,0.10791038
51,용산구,한강로동,14.58619113,2.254229538,1.989026063,1.193415638,1.326017375,0,27,102,591,56,0.245313214,315.4595336,14.71879287,3.978052126,0.53040695
52,용산구,한남동,15.13946045,2.339734797,2.064471879,1.238683128,1.376314586,0,36,51,881,39,0.254618198,327.4252401,15.27709191,4.128943759,0.550525834
54,성동구,왕십리2동,2.091340451,0.729537367,0.486358244,0.267497034,0.170225386,0,65,16,100,37,0.050909021,62.10794781,4.352906287,1.288849348,0.145907473
55,성동구,마장동,5.355871886,1.868327402,1.245551601,0.685053381,0.43594306,0,40,18,148,18,0.13037676,159.0569395,11.14768683,3.300711744,0.37366548
56,성동구,사근동,5.610913405,1.957295374,1.304863582,0.71767497,0.456702254,0,23,30,386,5,0.136585177,166.6310795,11.67852906,3.457888493,0.391459075
57,성동구,행당1동,3.009489917,1.049822064,0.699881376,0.384934757,0.244958482,0,43,16,227,45,0.073259322,89.37485172,6.263938316,1.854685647,0.209964413
58,성동구,행당2동,2.142348754,0.747330961,0.498220641,0.274021352,0.174377224,0,67,4,88,48,0.052150704,63.6227758,4.459074733,1.320284698,0.149466192
59,성동구,응봉동,2.90747331,1.014234875,0.676156584,0.371886121,0.236654804,0,36,2,32,15,0.070775955,86.34519573,6.051601423,1.791814947,0.202846975
60,성동구,금호1가동,2.346381969,0.818505338,0.545670225,0.300118624,0.190984579,0,55,7,67,23,0.057117438,69.68208778,4.883748517,1.446026097,0.163701068
61,성동구,금호4가동,4.284697509,1.494661922,0.996441281,0.548042705,0.348754448,0,49,17,142,25,0.104301408,127.2455516,8.918149466,2.640569395,0.298932384
62,성동구,성수1가1동,10.09964413,3.523131673,2.348754448,1.291814947,0.822064057,0,43,7,135,14,0.245853319,299.9359431,21.02135231,6.224199288,0.704626335
63,성동구,성수1가2동,4.539739027,1.583629893,1.055753262,0.580664294,0.369513642,0,38,26,315,18,0.110509825,134.8196916,9.448991696,2.797746145,0.316725979
64,성동구,성수2가1동,6.018979834,2.099644128,1.399762752,0.769869514,0.489916963,0,23,18,298,27,0.146518645,178.7497034,12.52787663,3.709371293,0.419928826
65,성동구,성수2가3동,5.253855279,1.832740214,1.221826809,0.672004745,0.427639383,0,24,40,410,46,0.127893393,156.0272835,10.93534994,3.237841044,0.366548043
66,성동구,송정동,3.825622776,1.334519573,0.889679715,0.489323843,0.3113879,0,16,9,72,8,0.093126257,113.6120996,7.962633452,2.357651246,0.266903915
67,성동구,용답동,11.83392645,4.128113879,2.752075919,1.513641756,0.963226572,0,40,18,236,28,0.288070555,351.4400949,24.63107948,7.293001186,0.825622776
68,성동구,왕십리도선동,3.672597865,1.28113879,0.854092527,0.46975089,0.298932384,0,47,40,389,47,0.089401207,109.0676157,7.644128114,2.263345196,0.256227758
69,성동구,금호2.3가동,3.264531435,1.138790036,0.759193357,0.417556346,0.265717675,0,53,15,218,37,0.079467739,96.9489917,6.794780546,2.011862396,0.227758007
70,성동구,옥수동,9.946619217,3.46975089,2.31316726,1.272241993,0.809608541,0,80,5,153,42,0.242128269,295.3914591,20.70284698,6.129893238,0.693950178
72,광진구,화양동,4.07971864,2.515826495,1.495896835,0.815943728,0.611957796,0.067995311,100,227,1297,80,0.130077986,83.4982415,7.343493552,2.107854631,0.271981243
73,광진구,군자동,2.602579132,1.604923798,0.954279015,0.520515826,0.39038687,0.043376319,124,106,629,62,0.082980784,53.26611958,4.684642438,1.344665885,0.173505275
74,광진구,중곡1동,2.180539273,1.344665885,0.799531067,0.436107855,0.327080891,0.036342321,58,55,452,71,0.069524441,44.62837046,3.924970692,1.126611958,0.145369285
75,광진구,중곡2동,1.934349355,1.192848769,0.70926143,0.386869871,0.290152403,0.032239156,160,89,468,96,0.061674907,39.58968347,3.481828839,0.999413834,0.128956624
76,광진구,중곡3동,2.110199297,1.301289566,0.773739742,0.422039859,0.316529894,0.035169988,31,15,172,26,0.067281717,43.1887456,3.798358734,1.090269637,0.140679953
77,광진구,중곡4동,8.15943728,5.031652989,2.991793669,1.631887456,1.223915592,0.135990621,137,64,413,79,0.260155971,166.996483,14.6869871,4.215709261,0.543962485
78,광진구,능동,3.86869871,2.385697538,1.41852286,0.773739742,0.580304807,0.064478312,59,47,263,42,0.123349814,79.17936694,6.963657679,1.998827667,0.257913247
79,광진구,구의1동,1.969519343,1.214536928,0.722157093,0.393903869,0.295427902,0.032825322,98,79,483,62,0.062796269,40.3094959,3.545134818,1.017584994,0.13130129
80,광진구,구의2동,4.88862837,3.014654162,1.792497069,0.977725674,0.733294256,0.08147714,145,71,363,61,0.15586931,100.0539273,8.799531067,2.525791325,0.325908558
81,광진구,구의3동,3.587338804,2.212192263,1.315357562,0.717467761,0.538100821,0.05978898,212,61,448,71,0.114378918,73.42086753,6.457209848,1.853458382,0.23915592
82,광진구,광장동,8.405627198,5.183470106,3.082063306,1.68112544,1.26084408,0.140093787,173,30,318,59,0.268005505,172.03517,15.13012896,4.342907386,0.560375147
83,광진구,자양1동,2.004689332,1.236225088,0.735052755,0.400937866,0.3007034,0.033411489,92,34,278,54,0.063917631,41.02930832,3.608440797,1.035756155,0.133645955
84,광진구,자양2동,5.90855803,3.643610785,2.166471278,1.181711606,0.886283705,0.098475967,126,29,164,41,0.188388807,120.9284877,10.63540445,3.052754982,0.393903869
85,광진구,자양3동,4.220398593,2.602579132,1.547479484,0.844079719,0.633059789,0.070339977,253,31,492,74,0.134563433,86.37749121,7.596717468,2.180539273,0.281359906
86,광진구,자양4동,4.07971864,2.515826495,1.495896835,0.815943728,0.611957796,0.067995311,80,90,572,60,0.130077986,83.4982415,7.343493552,2.107854631,0.271981243
88,동대문구,회기동,5.077355837,1.76371308,1.122362869,0.801687764,0.58790436,0,52,51,518,21,0.101547117,83.10829817,8.123769339,0.694796062,0.267229255
89,동대문구,휘경1동,4.208860759,1.462025316,0.930379747,0.664556962,0.487341772,0,58,22,289,41,0.084177215,68.89240506,6.734177215,0.575949367,0.221518987
90,동대문구,휘경2동,7.014767932,2.436708861,1.550632911,1.107594937,0.812236287,0,62,16,174,29,0.140295359,114.8206751,11.22362869,0.959915612,0.369198312
91,동대문구,청량리동,8.016877637,2.784810127,1.772151899,1.265822785,0.928270042,0,41,33,327,56,0.160337553,131.2236287,12.82700422,1.097046414,0.421940928
92,동대문구,용신동,10.7559775,3.73628692,2.377637131,1.698312236,1.245428973,0,70,47,473,92,0.21511955,176.0583685,17.20956399,1.471870605,0.566104079
93,동대문구,제기동,7.88326301,2.738396624,1.742616034,1.244725738,0.912798875,0,72,24,547,563,0.15766526,129.0365682,12.61322082,1.078762307,0.414908579
94,동대문구,전농1동,7.950070323,2.761603376,1.757383966,1.255274262,0.920534459,0,65,35,522,52,0.159001406,130.1300985,12.72011252,1.08790436,0.418424754
95,동대문구,전농2동,5.745428973,1.995780591,1.270042194,0.907172996,0.665260197,0,75,18,134,28,0.114908579,94.04360056,9.192686357,0.786216596,0.302390999
96,동대문구,답십리1동,5.411392405,1.879746835,1.196202532,0.85443038,0.626582278,0,49,22,213,40,0.108227848,88.57594937,8.658227848,0.740506329,0.284810127
97,동대문구,답십리2동,5.67862166,1.97257384,1.255274262,0.896624473,0.657524613,0,55,21,156,21,0.113572433,92.95007032,9.085794655,0.777074543,0.298874824
98,동대문구,장안1동,8.350914205,2.900843882,1.845991561,1.318565401,0.966947961,0,110,64,551,76,0.167018284,136.6912799,13.36146273,1.142756681,0.4395218
99,동대문구,장안2동,7.281997187,2.529535865,1.609704641,1.14978903,0.843178622,0,207,59,537,64,0.145639944,119.1947961,11.6511955,0.996483826,0.38326301
100,동대문구,이문1동,6.947960619,2.41350211,1.535864979,1.097046414,0.804500703,0,80,63,497,51,0.138959212,113.7271449,11.11673699,0.950773558,0.365682138
101,동대문구,이문2동,4.609704641,1.601265823,1.018987342,0.727848101,0.533755274,0,55,8,126,21,0.092194093,75.4535865,7.375527426,0.630801688,0.242616034
103,중랑구,면목2동,3.985405405,1.262702703,0.907567568,0.552432432,0.394594595,0,60,21,199,35,0.070555229,41.55081081,5.603243243,0.868108108,0.197297297
104,중랑구,면목4동,6.005405405,1.902702703,1.367567568,0.832432432,0.594594595,0,37,10,101,12,0.106316099,62.61081081,8.443243243,1.308108108,0.297297297
105,중랑구,면목5동,3.494054054,1.107027027,0.795675676,0.484324324,0.345945946,0,17,15,98,8,0.061856639,36.42810811,4.912432432,0.761081081,0.172972973
106,중랑구,면목7동,4.74972973,1.504864865,1.081621622,0.658378378,0.47027027,0,37,18,148,21,0.084086369,49.51945946,6.677837838,1.034594595,0.235135135
107,중랑구,상봉1동,4.640540541,1.47027027,1.056756757,0.643243243,0.459459459,0,34,8,120,23,0.082153349,48.38108108,6.524324324,1.010810811,0.22972973
108,중랑구,상봉2동,3.712432432,1.176216216,0.845405405,0.514594595,0.367567568,0,20,62,371,38,0.065722679,38.70486486,5.219459459,0.808648649,0.183783784
109,중랑구,중화1동,3.712432432,1.176216216,0.845405405,0.514594595,0.367567568,0,78,6,118,33,0.065722679,38.70486486,5.219459459,0.808648649,0.183783784
110,중랑구,중화2동,5.35027027,1.695135135,1.218378378,0.741621622,0.52972973,0,37,37,368,42,0.094717979,55.78054054,7.522162162,1.165405405,0.264864865
111,중랑구,묵1동,6.551351351,2.075675676,1.491891892,0.908108108,0.648648649,0,55,15,208,29,0.115981199,68.3027027,9.210810811,1.427027027,0.324324324
112,중랑구,묵2동,3.821621622,1.210810811,0.87027027,0.52972973,0.378378378,0,49,22,189,35,0.067655699,39.84324324,5.372972973,0.832432432,0.189189189
113,중랑구,망우3동,5.404864865,1.712432432,1.230810811,0.749189189,0.535135135,0,56,9,168,16,0.095684489,56.34972973,7.598918919,1.177297297,0.267567568
114,중랑구,신내1동,13.81243243,4.376216216,3.145405405,1.914594595,1.367567568,0,115,19,223,29,0.244527027,144.0048649,19.41945946,3.008648649,0.683783784
115,중랑구,신내2동,5.404864865,1.712432432,1.230810811,0.749189189,0.535135135,0,60,6,90,26,0.095684489,56.34972973,7.598918919,1.177297297,0.267567568
116,중랑구,면목본동,5.514054054,1.747027027,1.255675676,0.764324324,0.545945946,0,72,37,360,43,0.097617509,57.48810811,7.752432432,1.201081081,0.272972973
117,중랑구,면목3.8동,9.117297297,2.888648649,2.076216216,1.263783784,0.902702703,0,73,48,361,34,0.161407168,95.05459459,12.81837838,1.985945946,0.451351351
118,중랑구,망우본동,15.72324324,4.981621622,3.580540541,2.179459459,1.556756757,0,84,55,503,75,0.278354877,163.9264865,22.10594595,3.424864865,0.778378378
120,성북구,돈암1동,2.652421652,1.096866097,0.578347578,0.358974359,0.259259259,0.01994302,45,3,36,9,0.039517528,44.29344729,3.789173789,0.478632479,0.239316239
121,성북구,돈암2동,2.598290598,1.074481074,0.566544567,0.351648352,0.253968254,0.01953602,18,,15,8,0.038711047,43.38949939,3.711843712,0.468864469,0.234432234
122,성북구,안암동,7.199430199,2.977207977,1.56980057,0.974358974,0.703703704,0.054131054,41,34,493,32,0.107261861,120.2250712,10.28490028,1.299145299,0.64957265
123,성북구,보문동,3.031339031,1.253561254,0.660968661,0.41025641,0.296296296,0.022792023,34,14,162,29,0.045162889,50.62108262,4.33048433,0.547008547,0.273504274
124,성북구,정릉1동,2.381766382,0.984940985,0.519332519,0.322344322,0.232804233,0.017908018,65,8,114,19,0.035485127,39.77370777,3.402523403,0.42979243,0.214896215
125,성북구,정릉2동,6.333333333,2.619047619,1.380952381,0.857142857,0.619047619,0.047619048,67,13,158,26,0.094358178,105.7619048,9.047619048,1.142857143,0.571428571
126,성북구,정릉3동,20.08262108,8.304843305,4.378917379,2.717948718,1.962962963,0.150997151,26,9,219,5,0.299204137,335.3646724,28.68945869,3.623931624,1.811965812
127,성북구,정릉4동,16.94301994,7.006512007,3.694342694,2.293040293,1.656084656,0.127391127,58,16,176,41,0.252428288,282.9356939,24.2043142,3.057387057,1.528693529
128,성북구,길음1동,4.276353276,1.768416768,0.932437932,0.578754579,0.417989418,0.032153032,123,23,270,78,0.063711932,71.41188441,6.109076109,0.771672772,0.385836386
129,성북구,길음2동,3.13960114,1.298331298,0.684574685,0.424908425,0.306878307,0.023606024,68,26,263,28,0.046775849,52.42897843,4.485144485,0.566544567,0.283272283
130,성북구,월곡1동,4.384615385,1.813186813,0.956043956,0.593406593,0.428571429,0.032967033,68,4,184,48,0.065324892,73.21978022,6.263736264,0.791208791,0.395604396
131,성북구,월곡2동,7.361823362,3.044363044,1.605209605,0.996336996,0.71957672,0.055352055,39,14,194,39,0.109681301,122.9369149,10.51689052,1.328449328,0.664224664
132,성북구,장위1동,3.789173789,1.566951567,0.826210826,0.512820513,0.37037037,0.028490028,37,8,143,19,0.056453611,63.27635328,5.413105413,0.683760684,0.341880342
133,성북구,장위2동,3.626780627,1.4997965,0.790801791,0.490842491,0.354497354,0.027269027,37,11,212,30,0.05403417,60.56450956,5.181115181,0.654456654,0.327228327
134,성북구,장위3동,3.518518519,1.455026455,0.767195767,0.476190476,0.343915344,0.026455026,31,5,76,16,0.05242121,58.75661376,5.026455026,0.634920635,0.317460317
135,성북구,성북동,15.48148148,6.402116402,3.375661376,2.095238095,1.513227513,0.116402116,53,12,258,41,0.230653324,258.5291005,22.11640212,2.793650794,1.396825397
136,성북구,삼선동,4.98005698,2.059422059,1.085877086,0.673992674,0.486772487,0.037444037,110,33,438,79,0.074196174,83.16320716,7.114367114,0.898656899,0.449328449
137,성북구,동선동,3.951566952,1.634106634,0.861619862,0.534798535,0.386243386,0.02971103,103,50,528,62,0.058873051,65.98819699,5.645095645,0.713064713,0.356532357
138,성북구,종암동,7.903133903,3.268213268,1.723239723,1.06959707,0.772486772,0.059422059,157,36,288,67,0.117746103,131.976394,11.29019129,1.426129426,0.713064713
139,성북구,석관동,9.364672365,3.872608873,2.041921042,1.267399267,0.915343915,0.07041107,66,15,364,36,0.139521067,156.3829874,13.37810338,1.68986569,0.844932845
141,강북구,번1동,2.293220339,0.671186441,0.391525424,0.363559322,0.195762712,0.083898305,28,35,245,37,0.047572771,26.4559322,3.272033898,0.419491525,0.195762712
142,강북구,번2동,3.300847458,0.966101695,0.563559322,0.523305085,0.281779661,0.120762712,21,7,61,11,0.068475958,38.08050847,4.709745763,0.603813559,0.281779661
143,강북구,번3동,3.822033898,1.118644068,0.652542373,0.605932203,0.326271186,0.139830508,23,7,61,12,0.079287951,44.09322034,5.453389831,0.699152542,0.326271186
144,강북구,수유1동,5.802542373,1.698305085,0.990677966,0.919915254,0.495338983,0.212288136,30,12,181,16,0.120373526,66.94152542,8.279237288,1.061440678,0.495338983
145,강북구,수유2동,1.980508475,0.579661017,0.338135593,0.313983051,0.169067797,0.072457627,66,22,240,31,0.041085575,22.84830508,2.825847458,0.362288136,0.169067797
146,강북구,수유3동,2.501694915,0.73220339,0.427118644,0.396610169,0.213559322,0.091525424,26,75,568,46,0.051897568,28.86101695,3.569491525,0.457627119,0.213559322
147,강북구,삼양동,3.161864407,0.925423729,0.539830508,0.501271186,0.269915254,0.115677966,50,9,121,26,0.06559276,36.47711864,4.511440678,0.578389831,0.269915254
148,강북구,미아동,3.231355932,0.945762712,0.551694915,0.512288136,0.275847458,0.118220339,27,19,273,38,0.067034359,37.27881356,4.61059322,0.591101695,0.275847458
149,강북구,송중동,3.509322034,1.027118644,0.599152542,0.556355932,0.299576271,0.128389831,72,42,479,65,0.072800755,40.48559322,5.00720339,0.641949153,0.299576271
150,강북구,송천동,3.127118644,0.915254237,0.533898305,0.495762712,0.266949153,0.11440678,53,19,403,54,0.06487196,36.07627119,4.461864407,0.572033898,0.266949153
151,강북구,삼각산동,2.154237288,0.630508475,0.36779661,0.341525424,0.183898305,0.078813559,41,7,87,23,0.044689573,24.85254237,3.073728814,0.394067797,0.183898305
152,강북구,우이동,35.71864407,10.45423729,6.098305085,5.662711864,3.049152542,1.306779661,21,20,268,18,0.740981945,412.0711864,50.96440678,6.533898305,3.049152542
153,강북구,인수동,11.39661017,3.33559322,1.945762712,1.806779661,0.972881356,0.416949153,55,10,180,19,0.236422255,131.4779661,16.26101695,2.084745763,0.972881356
