,자치구,동,공원수,유치원,초등학교,중학교,고등학교,특수학교,학원,여가시설,음식점,의료시설,공기오염도,cctv,노인복지시설,체육시설,공공도서관
303,금천구,시흥4동,3.675115207,1.269585253,1.202764977,0.601382488,0.400921659,0,83,12,115,45,0.131970046,101.9677419,5.679723502,0.868663594,0.267281106
304,금천구,시흥5동,5.871735791,2.028417819,1.921658986,0.960829493,0.640552995,0,73,35,182,31,0.210848694,162.9139785,9.074500768,1.387864823,0.42703533
306,영등포구,여의동,36.95315682,14.02851324,7.869653768,3.763747454,3.079429735,0,123,53,1577,162,0.81857788,629.2301426,70.14256619,11.97556008,1.710794297
307,영등포구,당산1동,3.299389002,1.252545825,0.702647658,0.33604888,0.274949084,0,53,35,439,38,0.073087311,56.18126273,6.262729124,1.069246436,0.152749491
308,영등포구,당산2동,6.818737271,2.588594705,1.452138493,0.694501018,0.568228106,0,79,35,342,67,0.151047109,116.107943,12.94297352,2.209775967,0.315682281
309,영등포구,양평1동,3.871283096,1.469653768,0.824439919,0.394297352,0.322606925,0,59,20,350,26,0.085755778,65.91934827,7.348268839,1.254582485,0.179226069
310,영등포구,양평2동,13.19755601,5.010183299,2.810590631,1.344195519,1.099796334,0,75,28,383,23,0.292349243,224.7250509,25.0509165,4.276985743,0.610997963
311,영등포구,신길1동,2.903462322,1.102240326,0.618329939,0.295723014,0.241955193,0,44,32,160,21,0.064316833,49.4395112,5.511201629,0.940936864,0.134419552
312,영등포구,신길3동,2.287576375,0.868431772,0.487169043,0.23299389,0.190631365,0,25,19,135,35,0.050673869,38.95234216,4.342158859,0.741344196,0.105906314
313,영등포구,신길4동,1.539714868,0.584521385,0.32790224,0.156822811,0.128309572,0,17,1,56,6,0.034107412,26.21792261,2.922606925,0.49898167,0.071283096
314,영등포구,신길5동,2.067617108,0.784928717,0.440325866,0.210590631,0.172301426,0,13,12,57,6,0.045801381,35.20692464,3.924643585,0.6700611,0.095723014
315,영등포구,신길6동,2.991446029,1.135641548,0.63706721,0.304684318,0.249287169,0,40,12,156,22,0.066265828,50.93767821,5.678207739,0.969450102,0.138492872
316,영등포구,신길7동,2.815478615,1.068839104,0.599592668,0.286761711,0.234623218,0,28,6,71,7,0.062367838,47.9413442,5.344195519,0.912423625,0.130346232
317,영등포구,대림1동,2.155600815,0.818329939,0.459063136,0.219551935,0.179633401,0,28,15,160,21,0.047750376,36.70509165,4.091649695,0.698574338,0.099796334
318,영등포구,대림2동,2.419551935,0.918533605,0.515274949,0.246435845,0.201629328,0,23,31,259,23,0.053597361,41.19959267,4.592668024,0.784114053,0.112016293
319,영등포구,대림3동,4.179226069,1.586558045,0.890020367,0.425661914,0.348268839,0,73,57,292,26,0.09257726,71.16293279,7.932790224,1.354378819,0.193482688
320,영등포구,영등포본동,4.487169043,1.703462322,0.955600815,0.457026477,0.373930754,0,42,30,285,27,0.099398743,76.40651731,8.517311609,1.454175153,0.207739308
321,영등포구,영등포동,5.542973523,2.104276986,1.180448065,0.564562118,0.46191446,0,129,109,1188,154,0.122786682,94.38452138,10.52138493,1.796334012,0.256619145
322,영등포구,도림동,3.915274949,1.486354379,0.833808554,0.398778004,0.326272912,0,47,15,118,17,0.086730275,66.66843177,7.431771894,1.268839104,0.181262729
323,영등포구,문래동,6.554786151,2.488391039,1.39592668,0.667617108,0.546232179,0,86,19,453,53,0.145200124,111.613442,12.44195519,2.124236253,0.303462322
325,동작구,노량진2동,3.053211009,1.33088685,0.822018349,0.626299694,0.274006116,0.078287462,43,17,147,19,0.07658556,70.14556575,6.106422018,1.096024465,0.234862385
326,동작구,상도1동,7.203669725,3.140061162,1.939449541,1.477675841,0.64648318,0.18470948,75,29,268,44,0.180694057,165.4996942,14.40733945,2.585932722,0.55412844
327,동작구,상도2동,4.675229358,2.037920489,1.258715596,0.959021407,0.419571865,0.119877676,113,28,217,58,0.117271639,107.4103976,9.350458716,1.678287462,0.359633028
328,동작구,상도3동,2.862385321,1.247706422,0.770642202,0.587155963,0.256880734,0.073394495,39,16,131,25,0.071798963,65.76146789,5.724770642,1.027522936,0.220183486
329,동작구,상도4동,3.577981651,1.559633028,0.963302752,0.733944954,0.321100917,0.091743119,68,14,142,20,0.089748704,82.20183486,7.155963303,1.28440367,0.275229358
330,동작구,사당1동,3.768807339,1.642813456,1.014678899,0.773088685,0.3382263,0.096636086,40,27,293,43,0.094535301,86.58593272,7.537614679,1.352905199,0.289908257
331,동작구,사당3동,4.388990826,1.913149847,1.181651376,0.90030581,0.393883792,0.112538226,53,10,128,19,0.110091743,100.8342508,8.777981651,1.575535168,0.337614679
332,동작구,사당4동,1.812844037,0.790214067,0.488073394,0.371865443,0.162691131,0.04648318,22,7,83,22,0.045472677,41.64892966,3.625688073,0.650764526,0.139449541
333,동작구,사당5동,2.719266055,1.185321101,0.732110092,0.557798165,0.244036697,0.069724771,31,5,52,4,0.068209015,62.4733945,5.43853211,0.976146789,0.209174312
334,동작구,대방동,7.394495413,3.22324159,1.990825688,1.516819572,0.663608563,0.189602446,199,22,271,71,0.185480654,169.883792,14.78899083,2.654434251,0.568807339
335,동작구,신대방1동,2.957798165,1.289296636,0.796330275,0.606727829,0.265443425,0.075840979,51,12,123,25,0.074192262,67.95351682,5.91559633,1.0617737,0.227522936
336,동작구,신대방2동,4.913761468,2.141896024,1.32293578,1.00795107,0.440978593,0.125993884,53,25,200,28,0.123254886,112.8905199,9.827522936,1.763914373,0.377981651
337,동작구,흑석동,8.014678899,3.493577982,2.157798165,1.644036697,0.719266055,0.205504587,53,11,277,33,0.201037096,184.1321101,16.0293578,2.87706422,0.616513761
338,동작구,노량진1동,7.537614679,3.285626911,2.029357798,1.54617737,0.676452599,0.193272171,160,29,355,22,0.189070602,173.1718654,15.07522936,2.705810398,0.579816514
339,동작구,사당2동,13.11926606,5.718654434,3.532110092,2.691131498,1.177370031,0.336391437,50,37,309,60,0.32907858,301.4067278,26.23853211,4.709480122,1.009174312
341,관악구,보라매동,2.827189719,0.92526209,0.565437944,0.411227596,0.43692932,0.051403449,60,30,262,22,0.057800944,82.83665878,3.444031113,0.745350017,0.128508624
342,관악구,청림동,1.115995942,0.365235036,0.223199188,0.162326682,0.1724721,0.020290835,50,6,54,13,0.022816162,32.6986811,1.359485966,0.294217112,0.050727088
343,관악구,행운동,2.67839026,0.876564085,0.535678052,0.389584038,0.41393304,0.048698005,79,22,255,41,0.054758789,78.47683463,3.262766317,0.706121069,0.121745012
344,관악구,낙성대동,8.444369293,2.763611769,1.688873859,1.228271897,1.305038891,0.153533987,43,32,396,31,0.172642293,247.4200203,10.28677714,2.226242814,0.383834968
345,관악구,중앙동,1.450794724,0.474805546,0.290158945,0.211024687,0.22421373,0.026378086,36,17,195,44,0.029661011,42.50828542,1.767331755,0.382482246,0.065945215
346,관악구,인헌동,4.017585391,1.314846128,0.803517078,0.584376057,0.62089956,0.073047007,77,31,215,41,0.082138184,117.7152519,4.894149476,1.059181603,0.182617518
347,관악구,남현동,12.16435577,3.981061887,2.432871153,1.769360839,1.879945891,0.221170105,48,29,219,22,0.248696167,356.4156239,14.81839702,3.20696652,0.552925262
348,관악구,서원동,2.417991207,0.791342577,0.483598241,0.351707812,0.37368955,0.043963476,55,54,267,27,0.049435018,70.84714237,2.945552925,0.637470409,0.109908691
349,관악구,신원동,2.04599256,0.669597565,0.409198512,0.297598918,0.31619885,0.037199865,39,17,139,17,0.041829631,59.94758201,2.492390937,0.539398039,0.092999662
350,관악구,서림동,3.682786608,1.205275617,0.736557322,0.535678052,0.56915793,0.066959757,52,16,134,18,0.075293335,107.9056476,4.486303686,0.970916469,0.167399391
351,관악구,신사동(관악),2.380791343,0.779168076,0.476158269,0.346296923,0.36794048,0.043287115,,,,,0.048674479,69.75718634,2.900236726,0.627663172,0.108217788
352,관악구,신림동,2.008792695,0.657423064,0.401758539,0.292188028,0.31044978,0.036523504,36,86,374,38,0.041069092,58.85762597,2.447074738,0.529590801,0.091308759
353,관악구,난향동,2.975989178,0.973960095,0.595197836,0.432871153,0.4599256,0.054108894,35,5,48,14,0.060843099,87.19648292,3.625295908,0.784578965,0.135272235
354,관악구,조원동,2.492390937,0.815691579,0.498478187,0.362529591,0.38518769,0.045316199,69,41,309,28,0.050956095,73.02705445,3.036185323,0.657084883,0.113290497
355,관악구,대학동,30.87588772,10.10483598,6.175177545,4.491038214,4.771728103,0.561379777,82,39,389,22,0.631247151,904.6635103,37.61244505,8.140006764,1.403449442
356,관악구,은천동,2.901589449,0.949611092,0.58031789,0.422049374,0.44842746,0.052756172,115,28,270,35,0.059322021,85.01657085,3.53466351,0.764964491,0.131890429
357,관악구,성현동,2.529590801,0.82786608,0.50591816,0.36794048,0.39093676,0.04599256,117,14,85,29,0.051716634,74.11701048,3.081501522,0.66689212,0.1149814
358,관악구,청룡동,4.389584038,1.43659114,0.877916808,0.638484951,0.67839026,0.079810619,79,35,322,39,0.089743571,128.6148123,5.347311464,1.157253974,0.199526547
359,관악구,난곡동,3.571187014,1.168752114,0.714237403,0.519445384,0.55191072,0.064930673,53,18,91,29,0.073011719,104.6357795,4.35035509,0.941494758,0.162326682
360,관악구,삼성동,9.895164018,3.238417315,1.979032804,1.439296584,1.529252621,0.179912073,57,5,142,17,0.202303304,289.9283057,12.05410889,2.608725059,0.449780183
361,관악구,미성동,5.133581332,1.680081163,1.026716266,0.746702739,0.79337166,0.093337842,82,17,178,30,0.104954346,150.413933,6.253635441,1.353398715,0.233344606
363,서초구,서초1동,5.349936143,0.785866326,0.72541507,0.453384419,0.332481907,0.030225628,93,40,391,69,0.06064838,56.46147297,4.594295445,1.299702001,0.211579395
364,서초구,서초2동,4.671775223,0.686249468,0.633461047,0.395913155,0.290336313,0.02639421,91,49,617,91,0.052960557,49.30438484,4.011919966,1.134951043,0.184759472
365,서초구,서초3동,11.03895275,1.621541081,1.496807152,0.93550447,0.686036611,0.062366965,165,113,1059,122,0.12514067,116.50149,9.479778629,2.681779481,0.436568753
366,서초구,서초4동,3.315453384,0.487015751,0.449553001,0.280970626,0.206045126,0.018731375,200,77,965,312,0.037584911,34.9902086,2.847169008,0.805449127,0.131119625
367,서초구,잠원동,6.630906769,0.974031503,0.899106003,0.561941252,0.412090251,0.03746275,124,45,481,97,0.075169822,69.9804172,5.694338016,1.610898255,0.262239251
368,서초구,반포본동,3.805236271,0.55896126,0.51596424,0.32247765,0.23648361,0.02149851,110,2,123,18,0.043137228,40.15921669,3.267773521,0.92443593,0.15048957
369,서초구,반포1동,3.767560664,0.55342699,0.510855683,0.319284802,0.234142188,0.021285653,78,39,310,121,0.042710126,39.76160068,3.235419327,0.915283099,0.148999574
370,서초구,반포2동,5.086206897,0.747126437,0.689655172,0.431034483,0.316091954,0.028735632,98,4,84,42,0.057658671,53.67816092,4.367816092,1.235632184,0.201149425
371,서초구,반포3동,4.82247765,0.708386547,0.653895275,0.408684547,0.299702001,0.027245636,161,12,207,107,0.054668962,50.89484887,4.141336739,1.171562367,0.190719455
372,서초구,반포4동,5.38761175,0.791400596,0.730523627,0.456577267,0.334823329,0.030438484,225,28,779,88,0.061075481,56.85908897,4.626649638,1.308854832,0.213069391
373,서초구,방배본동,2.524265645,0.370796083,0.342273308,0.213920817,0.156875266,0.014261388,98,30,319,48,0.028615785,26.64027246,2.167730949,0.613239676,0.099829715
374,서초구,방배1동,2.637292465,0.387398893,0.357598978,0.223499361,0.163899532,0.014899957,119,45,332,67,0.029897088,27.83312048,2.264793529,0.640698169,0.104299702
375,서초구,방배2동,7.271392082,1.068114091,0.985951469,0.616219668,0.451894423,0.041081311,109,35,429,43,0.082430544,76.73988931,6.244359302,1.766496381,0.287569178
376,서초구,방배3동,9.042145594,1.328224777,1.22605364,0.766283525,0.561941252,0.051085568,83,8,129,27,0.102504303,95.42784163,7.765006386,2.196679438,0.357598978
377,서초구,방배4동,3.692209451,0.54235845,0.50063857,0.312899106,0.229459344,0.02085994,141,38,361,127,0.041855924,38.96636867,3.170710941,0.896977437,0.146019583
378,서초구,양재1동,21.70114943,3.187739464,2.942528736,1.83908046,1.348659004,0.122605364,112,42,578,70,0.246010328,229.0268199,18.63601533,5.272030651,0.858237548
379,서초구,양재2동,28.55810983,4.194976586,3.872286079,2.420178799,1.774797786,0.161345253,73,62,677,28,0.323742758,301.3929332,24.5244785,6.937845892,1.129416773
380,서초구,내곡동,47.77266922,7.017454236,6.477650064,4.04853129,2.968922946,0.269902086,23,3,97,18,0.541564403,504.1770966,41.02511707,11.6057897,1.889314602
382,강남구,신사동(강남),7.416455696,1.913924051,1.483291139,1.14835443,1.004810127,0.095696203,,,,,0.087634838,227.6612658,9.330379747,1.674683544,0.622025316
383,강남구,논현1동,4.905063291,1.265822785,0.981012658,0.759493671,0.664556962,0.063291139,130,111,1036,269,0.057959549,150.5696203,6.170886076,1.107594937,0.411392405
384,강남구,논현2동,5.76835443,1.488607595,1.153670886,0.893164557,0.781518987,0.07443038,99,94,1073,209,0.068160429,177.0698734,7.256962025,1.302531646,0.483797468
385,강남구,삼성1동,7.612658228,1.964556962,1.522531646,1.178734177,1.031392405,0.098227848,42,44,995,79,0.08995322,233.6840506,9.57721519,1.718987342,0.638481013
386,강남구,삼성2동,4.865822785,1.255696203,0.973164557,0.753417722,0.659240506,0.06278481,90,35,509,101,0.057495872,149.3650633,6.121518987,1.098734177,0.408101266
387,강남구,대치1동,3.1,0.8,0.62,0.48,0.42,0.04,476,36,335,134,0.036630435,95.16,3.9,0.7,0.26
388,강남구,대치4동,2.864556962,0.739240506,0.572911392,0.443544304,0.388101266,0.036962025,777,150,1216,170,0.033848376,87.93265823,3.603797468,0.646835443,0.240253165
389,강남구,역삼1동,9.221518987,2.379746835,1.844303797,1.427848101,1.249367089,0.118987342,519,347,3996,586,0.108963952,283.0708861,11.60126582,2.082278481,0.773417722
390,강남구,역삼2동,4.512658228,1.164556962,0.902531646,0.698734177,0.611392405,0.058227848,88,37,626,108,0.053322785,138.5240506,5.67721519,1.018987342,0.378481013
391,강남구,도곡1동,4.002531646,1.032911392,0.800506329,0.619746835,0.542278481,0.05164557,100,19,270,104,0.047294992,122.8648101,5.035443038,0.903797468,0.335696203
392,강남구,도곡2동,4.002531646,1.032911392,0.800506329,0.619746835,0.542278481,0.05164557,160,29,487,94,0.047294992,122.8648101,5.035443038,0.903797468,0.335696203
393,강남구,개포1동,4.983544304,1.286075949,0.996708861,0.77164557,0.675189873,0.064303797,26,,20,6,0.058886901,152.9787342,6.269620253,1.125316456,0.417974684
394,강남구,개포4동,5.846835443,1.508860759,1.169367089,0.905316456,0.792151899,0.075443038,47,12,198,31,0.069087782,179.4789873,7.355696203,1.320253165,0.490379747
395,강남구,일원본동,10.12405063,2.612658228,2.024810127,1.567594937,1.37164557,0.130632911,62,3,91,29,0.119628509,310.7756962,12.73670886,2.286075949,0.849113924
396,강남구,일원1동,3.610126582,0.93164557,0.722025316,0.558987342,0.489113924,0.046582278,33,24,140,26,0.042658228,110.8192405,4.541772152,0.815189873,0.30278481
397,강남구,일원2동,4.865822785,1.255696203,0.973164557,0.753417722,0.659240506,0.06278481,39,4,71,33,0.057495872,149.3650633,6.121518987,1.098734177,0.408101266
398,강남구,수서동,5.611392405,1.448101266,1.122278481,0.868860759,0.760253165,0.072405063,37,9,224,32,0.066305724,172.2516456,7.059493671,1.267088608,0.470632911
399,강남구,세곡동,24.95696203,6.440506329,4.991392405,3.864303797,3.381265823,0.322025316,57,6,211,35,0.294898184,766.0982278,31.39746835,5.635443038,2.093164557
400,강남구,압구정동,9.927848101,2.562025316,1.98556962,1.53721519,1.345063291,0.128101266,246,79,1228,403,0.117310127,304.7529114,12.48987342,2.241772152,0.832658228
401,강남구,청담동,9.143037975,2.359493671,1.828607595,1.415696203,1.238734177,0.117974684,170,58,780,250,0.108036599,280.6617722,11.50253165,2.064556962,0.766835443
402,강남구,대치2동,7.848101266,2.025316456,1.569620253,1.215189873,1.063291139,0.101265823,471,73,902,99,0.092735278,240.9113924,9.873417722,1.772151899,0.658227848
403,강남구,개포2동,9.849367089,2.541772152,1.969873418,1.525063291,1.33443038,0.127088608,184,24,192,38,0.116382774,302.3437975,12.39113924,2.224050633,0.826075949
405,송파구,풍납1동,3.842043106,1.204901092,0.863891349,0.613817538,0.431945675,0.045467966,24,11,126,10,0.045616231,27.3489814,4.319456746,1.000295247,0.272807795
406,송파구,풍납2동,7.933569531,2.488042516,1.783879539,1.267493357,0.89193977,0.093888397,60,14,129,31,0.094194555,56.47387068,8.919397697,2.06554473,0.563330381
407,송파구,거여1동,2.544729849,0.798051373,0.572187777,0.406554473,0.286093888,0.030115146,38,15,98,6,0.030213348,18.11426041,2.860938884,0.662533215,0.180690877
408,송파구,거여2동,2.644523177,0.829347505,0.594626513,0.422497786,0.297313257,0.031296132,34,15,84,24,0.031398185,18.82462356,2.973132566,0.68851491,0.187776794
409,송파구,마천1동,2.894006495,0.907587836,0.650723354,0.462356067,0.325361677,0.034248598,27,13,93,9,0.034360278,20.60053144,3.25361677,0.753469147,0.205491585
410,송파구,마천2동,4.440803071,1.392677886,0.998523767,0.709477414,0.499261884,0.052553882,42,15,175,32,0.052725254,31.61116032,4.992618837,1.156185415,0.315323295
411,송파구,방이1동,2.494833186,0.782403307,0.560968409,0.398582817,0.280484204,0.029524653,105,15,224,30,0.029620929,17.75907883,2.804842043,0.649542368,0.177147919
412,송파구,방이2동,3.991733097,1.251845291,0.897549454,0.637732507,0.448774727,0.047239445,88,69,580,52,0.047393487,28.41452613,4.487747269,1.039267789,0.28343667
413,송파구,오륜동,15.8172424,4.960436965,3.556539711,2.527015058,1.778269855,0.187186301,7,1,47,13,0.187796691,112.5925598,17.78269855,4.118098612,1.123117803
414,송파구,오금동,8.232949513,2.581930912,1.851195748,1.315323295,0.925597874,0.097431355,154,25,249,31,0.097749066,58.60496014,9.255978742,2.143489814,0.584588131
415,송파구,송파1동,3.941836433,1.236197225,0.886330086,0.62976085,0.443165043,0.046648952,106,36,396,45,0.046801068,28.05934455,4.431650428,1.026276941,0.279893711
416,송파구,송파2동,2.644523177,0.829347505,0.594626513,0.422497786,0.297313257,0.031296132,76,2,97,33,0.031398185,18.82462356,2.973132566,0.68851491,0.187776794
417,송파구,석촌동,4.740183053,1.486566283,1.065839976,0.757307352,0.532919988,0.056096841,109,51,393,53,0.056279765,33.74224978,5.329199882,1.234130499,0.336581045
418,송파구,삼전동,4.740183053,1.486566283,1.065839976,0.757307352,0.532919988,0.056096841,128,32,299,47,0.056279765,33.74224978,5.329199882,1.234130499,0.336581045
419,송파구,가락본동,5.638323,1.768231473,1.267788603,0.900797166,0.633894302,0.066725716,63,93,470,44,0.0669433,40.13551816,6.338943017,1.467965751,0.400354296
420,송파구,가락1동,6.686152938,2.096840862,1.503395335,1.068201949,0.751697668,0.07912607,5,,65,6,0.07938409,47.59433127,7.516976676,1.740773546,0.474756422
421,송파구,가락2동,4.790079717,1.502214349,1.077059345,0.765279008,0.538529672,0.056687334,101,24,198,44,0.056872184,34.09743136,5.385296723,1.247121346,0.340124004
422,송파구,문정1동,2.794213168,0.876291704,0.628284618,0.446412755,0.314142309,0.033067611,59,22,205,19,0.033175441,19.89016829,3.141423088,0.727487452,0.198405669
423,송파구,문정2동,10.97726602,3.44257455,2.468260998,1.753764393,1.234130499,0.129908474,25,13,764,51,0.130332088,78.13994686,12.34130499,2.857986419,0.779450841
424,송파구,장지동,6.835842929,2.143785061,1.53705344,1.092116918,0.76852672,0.080897549,101,16,170,30,0.081161346,48.659876,7.685267198,1.779746088,0.485385297
425,송파구,위례동,12.72364925,3.990256864,2.860938884,2.032772365,1.430469442,0.150575731,17,,180,11,0.151066739,90.57130204,14.30469442,3.312666076,0.903454384
426,송파구,잠실본동,4.690286389,1.470918217,1.054620608,0.749335695,0.527310304,0.055506348,140,102,666,130,0.055687347,33.3870682,5.273103041,1.221139652,0.333038087
427,송파구,잠실4동,7.783879539,2.441098317,1.750221435,1.243578388,0.875110717,0.092116918,23,3,50,30,0.092417299,55.40832595,8.751107174,2.026572188,0.552701506
428,송파구,잠실6동,13.92116918,4.365810452,3.13020372,2.224092117,1.56510186,0.164747564,81,16,564,86,0.165284785,99.09565988,15.6510186,3.624446413,0.988485385
429,송파구,잠실7동,2.993799823,0.938883968,0.67316209,0.47829938,0.336581045,0.035429584,11,1,33,17,0.035545115,21.3108946,3.365810452,0.779450841,0.212577502
430,송파구,잠실2동,10.87747269,3.411278417,2.445822262,1.737821081,1.222911131,0.128727487,110,1,178,73,0.129147251,77.4295837,12.22911131,2.832004724,0.772364925
431,송파구,잠실3동,7.434602893,2.331561854,1.671685858,1.187776794,0.835842929,0.087983466,63,3,292,69,0.088270369,52.92205492,8.358429288,1.935636256,0.527900797
433,강동구,강일동,14.1195608,4.440829606,2.96055307,2.049613664,1.594143961,0.227734852,73,3,86,28,0.239121594,170.0040667,15.71370476,3.985359902,0.910939406
434,강동구,상일동,13.36315575,4.20292802,2.801952013,1.939812932,1.508743392,0.21553477,36,12,153,12,0.226311509,160.896706,14.87189915,3.771858479,0.862139081
435,강동구,명일1동,3.076047174,0.96746645,0.644977633,0.446522977,0.347295649,0.049613664,113,40,310,60,0.052094347,37.03660024,3.423342822,0.868239122,0.198454656
436,강동구,명일2동,4.891419276,1.538430256,1.025620171,0.710044734,0.552257015,0.078893859,152,20,124,26,0.082838552,58.89426596,5.443676291,1.380642538,0.315575437
437,강동구,고덕1동,8.723871492,2.743798292,1.829198861,1.266368442,0.984953233,0.140707605,36,5,99,9,0.147742985,105.0382269,9.708824725,2.462383083,0.562830419
438,강동구,고덕2동,10.13582757,3.187881253,2.125254168,1.471329809,1.144367629,0.16348109,21,10,86,4,0.171655144,122.0386336,11.2801952,2.860919073,0.653924359
439,강동구,암사2동,5.950386336,1.871492477,1.247661651,0.863765758,0.671817812,0.095973973,64,8,112,30,0.100772672,71.64457096,6.622204148,1.67954453,0.383895893
440,강동구,암사3동,12.65717771,3.980886539,2.653924359,1.837332249,1.429036194,0.204148028,77,3,62,32,0.214355429,152.3965026,14.08621391,3.572590484,0.816592111
441,강동구,천호1동,3.580317202,1.126067507,0.750711671,0.519723465,0.404229362,0.057747052,56,10,195,24,0.060634404,43.10817405,3.984546564,1.010573404,0.230988207
442,강동구,천호3동,3.983733225,1.252948353,0.835298902,0.578283855,0.449776332,0.064253762,52,59,435,65,0.06746645,47.9654331,4.433509557,1.12444083,0.257015047
443,강동구,성내1동,2.924766165,0.919886133,0.613257422,0.42456283,0.330215535,0.047173648,79,18,277,13,0.04953233,35.2151281,3.2549817,0.825538837,0.188694591
444,강동구,성내2동,3.378609191,1.062627084,0.708418056,0.49044327,0.381455876,0.054493697,84,58,480,49,0.057218381,40.67954453,3.760065067,0.953639691,0.217974786
445,강동구,성내3동,3.580317202,1.126067507,0.750711671,0.519723465,0.404229362,0.057747052,108,61,431,61,0.060634404,43.10817405,3.984546564,1.010573404,0.230988207
446,강동구,둔촌1동,4.639284262,1.459129728,0.972753152,0.67344449,0.523790159,0.074827166,10,1,7,3,0.078568524,55.85847906,5.16307442,1.309475397,0.299308662
447,강동구,둔촌2동,4.941846279,1.554290362,1.036193575,0.717364782,0.557950386,0.079707198,145,29,274,34,0.083692558,59.50142334,5.499796665,1.394875966,0.318828792
448,강동구,암사1동,5.14355429,1.617730785,1.07848719,0.746644978,0.580723871,0.082960553,112,41,348,33,0.087108581,61.93005287,5.724278162,1.451809679,0.331842212
449,강동구,천호2동,7.917039447,2.4900366,1.6600244,1.149247662,0.893859292,0.127694185,104,73,752,115,0.134078894,95.32370882,8.810898739,2.234648231,0.510776739
450,강동구,길동,10.94265962,3.441642944,2.29442863,1.58845059,1.23546157,0.17649451,263,109,796,107,0.185319235,131.7531517,12.17812119,3.088653924,0.70597804
